input_file,status,added_vertices,total_length,exec_time_sec,max_rel_error_abs,max_error_pair_i,max_error_pair_j,mae
manhattan_n10_k20_d2_base.csv,OK,38,105,0.300448,0,v1,v2,0
manhattan_n10_k20_d2_add1.csv,OK,38,110,0.978758,0,v1,v2,0
manhattan_n10_k20_d2_add2.csv,OK,38,119,0.323358,0,v1,v2,0
manhattan_n10_k20_d2_add3.csv,OK,45,181,0.421488,0,v1,v2,0
manhattan_n10_k20_d2_add4.csv,OK,54,287,0.468651,0,v1,v2,0
manhattan_n10_k20_d2_add5.csv,OK,63,305,0.530990,0,v1,v2,0
manhattan_n10_k20_d2_add6.csv,OK,89,802,0.702242,0,v1,v2,0
manhattan_n10_k20_d2_add7.csv,OK,127,3285,1.232757,0,v1,v2,0
manhattan_n10_k20_d2_add8.csv,OK,149,3564,1.460563,0,v1,v2,0
manhattan_n10_k20_d2_add9.csv,OK,160,3579,3.870679,0,v1,v2,0
manhattan_n10_k20_d2_add10.csv,OK,170,3641,1.583941,0,v1,v2,0
manhattan_n10_k20_d2_add11.csv,OK,210,6575,2.417948,0,v1,v2,0
manhattan_n10_k20_d2_add12.csv,OK,235,10676,3.196393,0,v1,v2,0
manhattan_n10_k20_d2_add13.csv,OK,264,13087,4.129754,0,v1,v2,0
manhattan_n10_k20_d2_add14.csv,OK,302,16572,5.337194,0,v1,v2,0
manhattan_n10_k20_d2_add15.csv,OK,336,20493,6.787251,0,v1,v2,0
manhattan_n10_k20_d2_add16.csv,OK,368,24671,8.695506,0,v1,v2,0
manhattan_n10_k20_d2_add17.csv,OK,415,29636,11.607466,0,v1,v2,0
manhattan_n10_k20_d2_add18.csv,OK,453,32165,13.844678,0,v1,v2,0
manhattan_n10_k20_d2_add19.csv,OK,497,37954,18.026401,0,v1,v2,0
manhattan_n10_k20_d2_add20.csv,OK,555,43090,22.212934,0,v1,v2,0
manhattan_n10_k20_d2_add21.csv,OK,609,51676,28.040147,0,v1,v2,0
manhattan_n10_k20_d2_add22.csv,OK,702,72286,41.086777,0,v1,v2,0
manhattan_n10_k20_d2_add23.csv,OK,755,83164,50.311897,0,v1,v2,0
