input_file,status,added_vertices,total_length,exec_time_sec,max_rel_error_abs,max_error_pair_i,max_error_pair_j,mae
manhattan_n10_k10_d2_add22.csv,OK,309,1276,3.981143,0.31578947368421051,v15,v23,0.375
manhattan_n10_k10_d2_add23.csv,OK,302,1282,3.779496,0.28571428571428581,v19,v24,0.36742424242424243
manhattan_n10_k10_d2_add24.csv,OK,328,1385,4.609030,0.31578947368421051,v15,v23,0.39928698752228164
manhattan_n10_k10_d2_add25.csv,OK,285,1230,3.415488,0.28571428571428581,v19,v24,0.26890756302521007
manhattan_n10_k10_d2_add26.csv,OK,288,1228,3.433381,0.44444444444444442,v13,v20,0.58730158730158732
manhattan_n10_k10_d2_add27.csv,OK,273,1176,3.119450,0.31578947368421051,v15,v23,0.28528528528528529
manhattan_n10_k10_d2_add28.csv,OK,289,1273,3.554424,0.33333333333333337,v3,v11,0.40682788051209101
manhattan_n10_k10_d2_add29.csv,OK,328,1415,4.651085,0.375,v23,v29,0.40485829959514169
manhattan_n10_k10_d2_add30.csv,OK,344,1476,5.200274,0.31578947368421051,v15,v23,0.50769230769230766

manhattan_n10_k20_d2_base.csv,OK,19,85,0.259015,0,v1,v2,0
manhattan_n10_k20_d2_add1.csv,OK,16,85,0.216129,0,v1,v2,0
manhattan_n10_k20_d2_add2.csv,OK,18,98,0.233622,0,v1,v2,0
manhattan_n10_k20_d2_add3.csv,OK,21,119,0.256504,0,v1,v2,0
manhattan_n10_k20_d2_add4.csv,OK,24,143,0.275012,0,v1,v2,0
manhattan_n10_k20_d2_add5.csv,OK,27,156,0.349287,0,v1,v2,0
manhattan_n10_k20_d2_add6.csv,OK,30,163,0.324432,0,v1,v2,0
manhattan_n10_k20_d2_add7.csv,OK,35,195,0.349594,0.125,v3,v27,0.017094017094017096
manhattan_n10_k20_d2_add8.csv,OK,50,263,0.406072,0.14285714285714279,v22,v25,0.021164021164021163
manhattan_n10_k20_d2_add9.csv,OK,46,246,0.393244,0.125,v3,v27,0.014778325123152709
manhattan_n10_k20_d2_add10.csv,OK,49,269,0.444331,0,v1,v2,0
manhattan_n10_k20_d2_add11.csv,OK,79,381,0.612528,0.18181818181818188,v3,v22,0.025806451612903226
manhattan_n10_k20_d2_add12.csv,OK,84,397,0.668177,0.40000000000000002,v9,v12,0.12096774193548387
manhattan_n10_k20_d2_add13.csv,OK,77,384,0.612953,0.22222222222222232,v22,v31,0.03787878787878788
manhattan_n10_k20_d2_add14.csv,OK,95,451,0.759662,0.22222222222222232,v22,v31,0.039215686274509803
manhattan_n10_k20_d2_add15.csv,OK,132,592,1.074401,0.25,v34,v35,0.05378151260504202
manhattan_n10_k20_d2_add16.csv,OK,154,690,1.281950,0.25,v34,v35,0.11428571428571428
manhattan_n10_k20_d2_add17.csv,OK,140,609,1.213654,0.22222222222222221,v1,v24,0.12312312312312312
manhattan_n10_k20_d2_add18.csv,OK,124,582,1.037767,0.18181818181818177,v9,v21,0.062588904694167849
manhattan_n10_k20_d2_add19.csv,OK,132,603,1.092609,0.25,v20,v25,0.19973009446693657
manhattan_n10_k20_d2_add20.csv,OK,176,757,1.625416,0.26666666666666672,v4,v21,0.21282051282051281
manhattan_n10_k20_d2_add21.csv,OK,199,889,1.900633,0.26666666666666672,v4,v21,0.28536585365853656
manhattan_n10_k20_d2_add22.csv,OK,260,1118,3.099192,0.25,v4,v22,0.1672473867595819
